mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_max_depth,param_n_estimators,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
0.47191448211669923,0.05038248133881047,0.061530685424804686,0.028681905923083575,20,100,"{'max_depth': 20, 'n_estimators': 100}",0.8432835820895522,0.7910447761194029,0.8134328358208955,0.8045112781954887,0.7894736842105263,0.8083492312871732,0.019579132928038548,4
0.90012526512146,0.05872619412103697,0.10300540924072266,0.014621092365376561,20,200,"{'max_depth': 20, 'n_estimators': 200}",0.8507462686567164,0.7910447761194029,0.7985074626865671,0.7969924812030075,0.8195488721804511,0.811367972169229,0.021921026899318824,2
0.44074416160583496,0.048084936360153166,0.033528375625610354,0.009816088898254624,25,100,"{'max_depth': 25, 'n_estimators': 100}",0.835820895522388,0.7910447761194029,0.8059701492537313,0.8045112781954887,0.8195488721804511,0.8113791942542925,0.015192465224507722,1
0.6052321910858154,0.20952577746730078,0.07793779373168945,0.052664720883747594,25,200,"{'max_depth': 25, 'n_estimators': 200}",0.8432835820895522,0.7910447761194029,0.8059701492537313,0.8045112781954887,0.7969924812030075,0.8083604533722365,0.018271387975143542,3
